Area_pop,Tipo_de_paciente,Qtd_pacientes,Dia
AP1,TP1,387.0,1
AP1,TP2,244.0,1
AP1,TP3,223.0,1
AP1,TP4,221.0,1
AP1,TP5,270.0,1
AP1,TP6,192.0,1
AP1,TP7,237.0,1
AP1,TP8,261.0,1
AP1,TP9,153.0,1
AP1,TP10,5.0,1
AP1,TP1,156.0,1
AP1,TP2,259.0,1
AP1,TP3,192.0,1
AP1,TP4,164.0,1
AP1,TP5,234.0,1
AP1,TP6,210.0,1
AP1,TP7,169.0,1
AP1,TP8,188.0,1
AP1,TP9,113.0,1
AP1,TP10,283.0,1
AP1,TP1,147.0,1
AP1,TP2,213.0,1
AP1,TP3,172.0,1
AP1,TP4,173.0,1
AP1,TP5,0.0,1
AP1,TP6,331.0,2
AP1,TP7,199.0,2
AP1,TP8,305.0,2
AP1,TP9,244.0,2
AP1,TP10,219.0,2
AP1,TP1,324.0,2
AP1,TP2,213.0,2
AP1,TP3,254.0,2
AP1,TP4,118.0,2
AP1,TP5,168.0,2
AP1,TP6,256.0,2
AP1,TP7,237.0,2
AP1,TP8,179.0,2
AP1,TP9,298.0,2
AP1,TP10,156.0,2
AP1,TP1,154.0,2
AP1,TP2,211.0,2
AP1,TP3,182.0,2
AP1,TP4,296.0,2
AP1,TP5,154.0,2
AP1,TP6,105.0,2
AP1,TP7,112.0,2
AP1,TP8,201.0,2
AP1,TP9,236.0,2
AP1,TP10,99.0,2
AP1,TP1,132.0,3
AP1,TP2,298.0,3
AP1,TP3,308.0,3
AP1,TP4,326.0,3
AP1,TP5,232.0,3
AP1,TP6,241.0,3
AP1,TP7,209.0,3
AP1,TP8,246.0,3
AP1,TP9,265.0,3
AP1,TP10,284.0,3
AP1,TP1,251.0,3
AP1,TP2,287.0,3
AP1,TP3,242.0,3
AP1,TP4,206.0,3
AP1,TP5,263.0,3
AP1,TP6,105.0,3
AP1,TP7,219.0,3
AP1,TP8,173.0,3
AP1,TP9,193.0,3
AP1,TP10,52.0,3
AP1,TP1,164.0,3
AP1,TP2,232.0,3
AP1,TP3,275.0,3
