Area_pop,Tipo_de_paciente,Qtd_pacientes,Dia
AP1,TP1,210.0,1
AP1,TP2,250.0,1
AP1,TP3,54.0,1
AP1,TP4,0.0,1
AP1,TP5,195.0,1
AP1,TP6,165.0,1
AP1,TP7,274.0,1
AP1,TP8,322.0,1
AP1,TP9,254.0,1
AP1,TP10,294.0,1
AP1,TP1,174.0,1
AP1,TP2,184.0,1
AP1,TP3,252.0,1
AP1,TP4,245.0,1
AP1,TP5,173.0,1
AP1,TP6,176.0,1
AP1,TP7,94.0,1
AP1,TP8,255.0,1
AP1,TP9,362.0,1
AP1,TP10,251.0,1
AP1,TP1,180.0,1
AP1,TP2,261.0,1
AP1,TP3,350.0,1
AP1,TP4,127.0,1
AP1,TP5,265.0,1
AP1,TP6,157.0,1
AP1,TP7,179.0,1
AP1,TP8,284.0,1
AP1,TP9,163.0,1
AP1,TP10,236.0,1
AP1,TP1,116.0,2
AP1,TP2,202.0,2
AP1,TP3,181.0,2
AP1,TP4,28.0,2
AP1,TP5,203.0,2
AP1,TP6,218.0,2
AP1,TP7,202.0,2
AP1,TP8,245.0,2
AP1,TP9,150.0,2
AP1,TP10,225.0,2
AP1,TP1,171.0,2
AP1,TP2,244.0,2
AP1,TP3,145.0,2
AP1,TP4,134.0,2
AP1,TP5,21.0,2
AP1,TP6,216.0,2
AP1,TP7,198.0,2
AP1,TP8,204.0,2
AP1,TP9,129.0,2
AP1,TP10,142.0,2
AP1,TP1,298.0,2
AP1,TP2,95.0,2
AP1,TP3,231.0,2
AP1,TP4,228.0,2
AP1,TP5,246.0,2
AP1,TP6,327.0,2
AP1,TP7,208.0,2
AP1,TP8,136.0,2
AP1,TP9,194.0,2
AP1,TP10,283.0,2
AP1,TP1,79.0,3
AP1,TP2,165.0,3
AP1,TP3,372.0,3
AP1,TP4,390.0,3
AP1,TP5,197.0,3
AP1,TP6,354.0,3
AP1,TP7,268.0,3
AP1,TP8,113.0,3
AP1,TP9,123.0,3
AP1,TP10,207.0,3
AP1,TP1,162.0,3
AP1,TP2,218.0,3
AP1,TP3,54.0,3
AP1,TP4,173.0,3
AP1,TP5,291.0,3
AP1,TP6,206.0,3
AP1,TP7,245.0,3
AP1,TP8,170.0,3
AP1,TP9,268.0,3
AP1,TP10,225.0,3
AP1,TP1,68.0,3
AP1,TP2,234.0,3
AP1,TP3,183.0,3
AP1,TP4,155.0,3
AP1,TP5,103.0,3
AP1,TP6,83.0,3
AP1,TP7,176.0,3
AP1,TP8,200.0,3
AP1,TP9,127.0,3
AP1,TP10,240.0,3
AP1,TP1,243.0,4
AP1,TP2,136.0,4
AP1,TP3,268.0,4
AP1,TP4,230.0,4
AP1,TP5,12.0,4
AP1,TP6,149.0,4
AP1,TP7,286.0,4
AP1,TP8,224.0,4
AP1,TP9,115.0,4
AP1,TP10,289.0,4
AP10,TP1,159.0,4
AP10,TP2,383.0,4
AP10,TP3,237.0,4
AP10,TP4,214.0,4
AP10,TP5,366.0,4
AP10,TP6,206.0,4
AP10,TP7,203.0,4
AP10,TP8,25.0,4
AP10,TP9,256.0,4
AP10,TP10,240.0,4
AP10,TP1,237.0,4
AP10,TP2,281.0,4
AP10,TP3,133.0,4
AP10,TP4,163.0,4
AP10,TP5,282.0,4
AP10,TP6,78.0,4
AP10,TP7,224.0,4
AP10,TP8,149.0,4
AP10,TP9,198.0,4
AP10,TP10,74.0,4
AP10,TP1,194.0,5
AP10,TP2,182.0,5
AP10,TP3,272.0,5
AP10,TP4,190.0,5
AP10,TP5,212.0,5
AP10,TP6,212.0,5
AP10,TP7,226.0,5
AP10,TP8,185.0,5
AP10,TP9,223.0,5
AP10,TP10,74.0,5
AP10,TP1,161.0,5
AP10,TP2,128.0,5
AP10,TP3,184.0,5
AP10,TP4,197.0,5
AP10,TP5,246.0,5
AP10,TP6,48.0,5
AP10,TP7,222.0,5
AP10,TP8,50.0,5
AP10,TP9,191.0,5
AP10,TP10,314.0,5
AP10,TP1,298.0,5
AP10,TP2,232.0,5
AP10,TP3,287.0,5
AP10,TP4,282.0,5
AP10,TP5,266.0,5
AP10,TP6,193.0,5
AP10,TP7,153.0,5
AP10,TP8,201.0,5
AP10,TP9,89.0,5
AP10,TP10,175.0,5
AP10,TP1,250.0,6
AP10,TP2,203.0,6
AP10,TP3,275.0,6
AP10,TP4,117.0,6
AP10,TP5,234.0,6
AP10,TP6,236.0,6
AP10,TP7,245.0,6
AP10,TP8,221.0,6
AP10,TP9,142.0,6
AP10,TP10,189.0,6
AP10,TP1,154.0,6
AP10,TP2,241.0,6
AP10,TP3,287.0,6
AP10,TP4,319.0,6
AP10,TP5,214.0,6
AP10,TP6,199.0,6
AP10,TP7,153.0,6
AP10,TP8,76.0,6
AP10,TP9,189.0,6
AP10,TP10,197.0,6
AP10,TP1,153.0,6
AP10,TP2,174.0,6
AP10,TP3,122.0,6
AP10,TP4,186.0,6
AP10,TP5,151.0,6
AP10,TP6,75.0,6
AP10,TP7,289.0,6
AP10,TP8,200.0,6
AP10,TP9,156.0,6
AP10,TP10,336.0,6
AP10,TP1,292.0,7
AP10,TP2,174.0,7
AP10,TP3,135.0,7
AP10,TP4,163.0,7
AP10,TP5,271.0,7
AP10,TP6,146.0,7
AP10,TP7,297.0,7
AP10,TP8,267.0,7
AP10,TP9,400.0,7
AP10,TP10,174.0,7
AP10,TP1,240.0,7
AP10,TP2,251.0,7
AP10,TP3,159.0,7
AP10,TP4,245.0,7
AP10,TP5,266.0,7
AP10,TP6,285.0,7
AP10,TP7,122.0,7
AP10,TP8,76.0,7
AP10,TP9,325.0,7
AP10,TP10,273.0,7
AP11,TP1,134.0,7
AP11,TP2,182.0,7
AP11,TP3,168.0,7
AP11,TP4,46.0,7
AP11,TP5,90.0,7
AP11,TP6,172.0,7
AP11,TP7,221.0,7
AP11,TP8,231.0,7
AP11,TP9,161.0,7
AP11,TP10,203.0,7
AP11,TP1,169.0,8
AP11,TP2,230.0,8
AP11,TP3,180.0,8
AP11,TP4,310.0,8
AP11,TP5,220.0,8
AP11,TP6,141.0,8
AP11,TP7,220.0,8
AP11,TP8,120.0,8
AP11,TP9,128.0,8
AP11,TP10,204.0,8
AP11,TP1,263.0,8
AP11,TP2,361.0,8
AP11,TP3,178.0,8
AP11,TP4,214.0,8
AP11,TP5,129.0,8
AP11,TP6,275.0,8
AP11,TP7,137.0,8
AP11,TP8,105.0,8
AP11,TP9,140.0,8
AP11,TP10,233.0,8
AP11,TP1,113.0,8
AP11,TP2,250.0,8
AP11,TP3,230.0,8
AP11,TP4,239.0,8
AP11,TP5,107.0,8
AP11,TP6,260.0,8
AP11,TP7,186.0,8
AP11,TP8,221.0,8
AP11,TP9,189.0,8
AP11,TP10,172.0,8
AP11,TP1,94.0,9
AP11,TP2,338.0,9
AP11,TP3,133.0,9
AP11,TP4,210.0,9
AP11,TP5,240.0,9
AP11,TP6,223.0,9
AP11,TP7,258.0,9
AP11,TP8,73.0,9
AP11,TP9,43.0,9
AP11,TP10,200.0,9
AP11,TP1,178.0,9
AP11,TP2,280.0,9
AP11,TP3,246.0,9
AP11,TP4,186.0,9
AP11,TP5,201.0,9
AP11,TP6,100.0,9
AP11,TP7,214.0,9
AP11,TP8,219.0,9
AP11,TP9,195.0,9
AP11,TP10,200.0,9
AP11,TP1,297.0,9
AP11,TP2,80.0,9
AP11,TP3,243.0,9
AP11,TP4,88.0,9
AP11,TP5,123.0,9
AP11,TP6,241.0,9
AP11,TP7,164.0,9
AP11,TP8,159.0,9
AP11,TP9,138.0,9
AP11,TP10,147.0,9
AP11,TP1,117.0,10
AP11,TP2,168.0,10
AP11,TP3,316.0,10
AP11,TP4,287.0,10
AP11,TP5,200.0,10
AP11,TP6,195.0,10
AP11,TP7,150.0,10
AP11,TP8,130.0,10
AP11,TP9,164.0,10
AP11,TP10,201.0,10
AP11,TP1,185.0,10
AP11,TP2,158.0,10
AP11,TP3,192.0,10
AP11,TP4,217.0,10
AP11,TP5,114.0,10
AP11,TP6,210.0,10
AP11,TP7,246.0,10
AP11,TP8,144.0,10
AP11,TP9,141.0,10
AP11,TP10,163.0,10
AP11,TP1,85.0,10
AP11,TP2,294.0,10
AP11,TP3,331.0,10
AP11,TP4,359.0,10
AP11,TP5,191.0,10
AP11,TP6,124.0,10
AP11,TP7,220.0,10
AP11,TP8,259.0,10
AP11,TP9,378.0,10
AP11,TP10,351.0,10
AP12,TP1,277.0,1
AP12,TP2,224.0,1
AP12,TP3,400.0,1
AP12,TP4,163.0,1
AP12,TP5,150.0,1
AP12,TP6,139.0,1
AP12,TP7,251.0,1
AP12,TP8,102.0,1
AP12,TP9,151.0,1
AP12,TP10,217.0,1
AP12,TP1,136.0,1
AP12,TP2,132.0,1
AP12,TP3,63.0,1
AP12,TP4,286.0,1
AP12,TP5,135.0,1
AP12,TP6,128.0,1
AP12,TP7,186.0,1
AP12,TP8,224.0,1
AP12,TP9,205.0,1
AP12,TP10,273.0,1
AP12,TP1,304.0,1
AP12,TP2,117.0,1
AP12,TP3,204.0,1
AP12,TP4,300.0,1
AP12,TP5,217.0,1
AP12,TP6,275.0,1
AP12,TP7,243.0,1
AP12,TP8,174.0,1
AP12,TP9,182.0,1
AP12,TP10,167.0,1
AP12,TP1,282.0,2
AP12,TP2,269.0,2
AP12,TP3,270.0,2
AP12,TP4,190.0,2
AP12,TP5,198.0,2
AP12,TP6,231.0,2
AP12,TP7,369.0,2
AP12,TP8,187.0,2
AP12,TP9,187.0,2
AP12,TP10,204.0,2
AP12,TP1,130.0,2
AP12,TP2,154.0,2
AP12,TP3,211.0,2
AP12,TP4,260.0,2
AP12,TP5,182.0,2
AP12,TP6,191.0,2
AP12,TP7,133.0,2
AP12,TP8,228.0,2
AP12,TP9,177.0,2
AP12,TP10,197.0,2
AP12,TP1,39.0,2
AP12,TP2,381.0,2
AP12,TP3,322.0,2
AP12,TP4,268.0,2
AP12,TP5,32.0,2
AP12,TP6,154.0,2
AP12,TP7,146.0,2
AP12,TP8,219.0,2
