Area_pop,Tipo_de_paciente,Qtd_pacientes,Dia
AP1,TP1,24.0,1
AP1,TP2,94.0,1
AP1,TP3,274.0,1
AP1,TP4,195.0,1
AP1,TP5,70.0,1
AP1,TP6,142.0,1
AP1,TP7,209.0,1
AP1,TP8,149.0,1
AP1,TP9,188.0,1
AP1,TP10,153.0,1
AP1,TP1,80.0,1
AP1,TP2,400.0,1
AP1,TP3,319.0,1
AP1,TP4,136.0,1
AP1,TP5,177.0,1
AP1,TP6,25.0,1
AP1,TP7,203.0,1
AP1,TP8,262.0,1
AP1,TP9,252.0,1
AP1,TP10,125.0,1
AP1,TP1,248.0,1
AP1,TP2,118.0,1
AP1,TP3,302.0,1
AP1,TP4,236.0,1
AP1,TP5,153.0,1
AP1,TP6,112.0,1
AP1,TP7,296.0,1
AP1,TP8,72.0,1
AP1,TP9,222.0,1
AP1,TP10,152.0,1
AP1,TP1,248.0,2
AP1,TP2,148.0,2
AP1,TP3,64.0,2
AP1,TP4,183.0,2
AP1,TP5,181.0,2
AP1,TP6,185.0,2
AP1,TP7,348.0,2
AP1,TP8,106.0,2
AP1,TP9,338.0,2
AP1,TP10,209.0,2
AP1,TP1,297.0,2
AP1,TP2,107.0,2
AP1,TP3,296.0,2
AP1,TP4,183.0,2
AP1,TP5,206.0,2
AP1,TP6,205.0,2
AP1,TP7,197.0,2
AP1,TP8,203.0,2
AP1,TP9,55.0,2
AP1,TP10,127.0,2
AP1,TP1,100.0,2
AP1,TP2,311.0,2
AP1,TP3,273.0,2
AP1,TP4,312.0,2
AP1,TP5,378.0,2
AP1,TP6,103.0,2
AP1,TP7,218.0,2
AP1,TP8,252.0,2
AP1,TP9,194.0,2
AP1,TP10,180.0,2
AP1,TP1,55.0,3
AP1,TP2,108.0,3
AP1,TP3,79.0,3
AP1,TP4,105.0,3
AP1,TP5,190.0,3
AP1,TP6,127.0,3
AP1,TP7,344.0,3
AP1,TP8,21.0,3
AP1,TP9,273.0,3
AP1,TP10,214.0,3
AP1,TP1,238.0,3
AP1,TP2,114.0,3
AP1,TP3,224.0,3
AP1,TP4,306.0,3
AP1,TP5,291.0,3
AP1,TP6,245.0,3
AP1,TP7,334.0,3
AP1,TP8,179.0,3
AP1,TP9,130.0,3
AP1,TP10,186.0,3
AP10,TP1,138.0,3
AP10,TP2,25.0,3
AP10,TP3,316.0,3
AP10,TP4,256.0,3
AP10,TP5,237.0,3
AP10,TP6,300.0,3
AP10,TP7,267.0,3
AP10,TP8,214.0,3
AP10,TP9,265.0,3
AP10,TP10,245.0,3
AP10,TP1,132.0,4
AP10,TP2,121.0,4
AP10,TP3,215.0,4
AP10,TP4,268.0,4
AP10,TP5,131.0,4
AP10,TP6,249.0,4
AP10,TP7,210.0,4
AP10,TP8,100.0,4
AP10,TP9,215.0,4
AP10,TP10,300.0,4
AP10,TP1,181.0,4
AP10,TP2,211.0,4
AP10,TP3,190.0,4
AP10,TP4,347.0,4
AP10,TP5,217.0,4
AP10,TP6,128.0,4
AP10,TP7,264.0,4
AP10,TP8,309.0,4
AP10,TP9,118.0,4
AP10,TP10,348.0,4
AP10,TP1,234.0,4
AP10,TP2,362.0,4
AP10,TP3,234.0,4
AP10,TP4,203.0,4
AP10,TP5,156.0,4
AP10,TP6,131.0,4
AP10,TP7,169.0,4
AP10,TP8,249.0,4
AP10,TP9,146.0,4
AP10,TP10,274.0,4
AP10,TP1,241.0,5
AP10,TP2,90.0,5
AP10,TP3,344.0,5
AP10,TP4,333.0,5
AP10,TP5,157.0,5
AP10,TP6,295.0,5
AP10,TP7,344.0,5
AP10,TP8,178.0,5
AP10,TP9,53.0,5
AP10,TP10,166.0,5
AP10,TP1,189.0,5
AP10,TP2,256.0,5
AP10,TP3,134.0,5
AP10,TP4,289.0,5
AP10,TP5,212.0,5
AP10,TP6,233.0,5
AP10,TP7,207.0,5
AP10,TP8,356.0,5
AP10,TP9,269.0,5
AP10,TP10,91.0,5
AP10,TP1,252.0,5
AP10,TP2,330.0,5
AP10,TP3,222.0,5
AP10,TP4,131.0,5
AP10,TP5,337.0,5
AP10,TP6,142.0,5
AP10,TP7,274.0,5
AP10,TP8,136.0,5
AP10,TP9,298.0,5
AP10,TP10,223.0,5
AP10,TP1,351.0,6
AP10,TP2,331.0,6
AP10,TP3,256.0,6
AP10,TP4,157.0,6
AP10,TP5,369.0,6
AP10,TP6,85.0,6
AP10,TP7,141.0,6
AP10,TP8,356.0,6
AP10,TP9,146.0,6
AP10,TP10,268.0,6
AP11,TP1,231.0,6
AP11,TP2,157.0,6
AP11,TP3,107.0,6
AP11,TP4,133.0,6
AP11,TP5,135.0,6
AP11,TP6,233.0,6
AP11,TP7,183.0,6
AP11,TP8,230.0,6
AP11,TP9,202.0,6
AP11,TP10,193.0,6
AP11,TP1,101.0,6
AP11,TP2,82.0,6
AP11,TP3,192.0,6
AP11,TP4,279.0,6
AP11,TP5,306.0,6
AP11,TP6,225.0,6
AP11,TP7,185.0,6
AP11,TP8,380.0,6
AP11,TP9,221.0,6
AP11,TP10,255.0,6
AP11,TP1,46.0,7
AP11,TP2,195.0,7
AP11,TP3,183.0,7
AP11,TP4,60.0,7
AP11,TP5,149.0,7
AP11,TP6,120.0,7
AP11,TP7,177.0,7
AP11,TP8,303.0,7
AP11,TP9,276.0,7
AP11,TP10,306.0,7
AP11,TP1,197.0,7
AP11,TP2,242.0,7
AP11,TP3,222.0,7
AP11,TP4,117.0,7
AP11,TP5,174.0,7
AP11,TP6,115.0,7
AP11,TP7,272.0,7
AP11,TP8,245.0,7
AP11,TP9,107.0,7
AP11,TP10,78.0,7
AP11,TP1,233.0,7
AP11,TP2,244.0,7
AP11,TP3,277.0,7
AP11,TP4,81.0,7
AP11,TP5,304.0,7
AP11,TP6,112.0,7
AP11,TP7,148.0,7
AP11,TP8,228.0,7
AP11,TP9,336.0,7
AP11,TP10,182.0,7
AP11,TP1,254.0,8
AP11,TP2,267.0,8
AP11,TP3,218.0,8
AP11,TP4,219.0,8
AP11,TP5,30.0,8
AP11,TP6,138.0,8
AP11,TP7,285.0,8
AP11,TP8,130.0,8
AP11,TP9,203.0,8
AP11,TP10,251.0,8
AP11,TP1,125.0,8
AP11,TP2,204.0,8
AP11,TP3,293.0,8
AP11,TP4,159.0,8
AP11,TP5,255.0,8
AP11,TP6,196.0,8
AP11,TP7,198.0,8
AP11,TP8,141.0,8
AP11,TP9,223.0,8
AP11,TP10,234.0,8
AP11,TP1,126.0,8
AP11,TP2,112.0,8
AP11,TP3,181.0,8
AP11,TP4,182.0,8
AP11,TP5,273.0,8
AP11,TP6,238.0,8
AP11,TP7,154.0,8
AP11,TP8,282.0,8
AP11,TP9,124.0,8
AP11,TP10,146.0,8
AP12,TP1,299.0,1
AP12,TP2,66.0,1
AP12,TP3,226.0,1
AP12,TP4,312.0,1
AP12,TP5,210.0,1
AP12,TP6,281.0,1
AP12,TP7,245.0,1
AP12,TP8,161.0,1
AP12,TP9,172.0,1
AP12,TP10,145.0,1
AP12,TP1,170.0,1
AP12,TP2,330.0,1
AP12,TP3,147.0,1
AP12,TP4,247.0,1
AP12,TP5,314.0,1
AP12,TP6,236.0,1
AP12,TP7,275.0,1
AP12,TP8,214.0,1
AP12,TP9,117.0,1
AP12,TP10,232.0,1
AP12,TP1,241.0,1
AP12,TP2,212.0,1
AP12,TP3,180.0,1
AP12,TP4,0.0,1
AP12,TP5,134.0,1
AP12,TP6,143.0,1
AP12,TP7,176.0,1
AP12,TP8,186.0,1
AP12,TP9,256.0,1
AP12,TP10,308.0,1
AP12,TP1,137.0,2
AP12,TP2,216.0,2
AP12,TP3,261.0,2
AP12,TP4,269.0,2
AP12,TP5,272.0,2
AP12,TP6,297.0,2
AP12,TP7,284.0,2
AP12,TP8,179.0,2
AP12,TP9,214.0,2
AP12,TP10,27.0,2
AP12,TP1,262.0,2
AP12,TP2,139.0,2
AP12,TP3,176.0,2
AP12,TP4,240.0,2
AP12,TP5,68.0,2
AP12,TP6,212.0,2
AP12,TP7,203.0,2
AP12,TP8,103.0,2
AP12,TP9,187.0,2
AP12,TP10,117.0,2
AP12,TP1,272.0,2
AP12,TP2,297.0,2
AP12,TP3,200.0,2
AP12,TP4,181.0,2
AP12,TP5,342.0,2
AP12,TP6,308.0,2
AP12,TP7,102.0,2
AP12,TP8,121.0,2
AP12,TP9,247.0,2
AP12,TP10,197.0,2
AP12,TP1,159.0,3
AP12,TP2,75.0,3
AP12,TP3,329.0,3
AP12,TP4,141.0,3
AP12,TP5,153.0,3
AP12,TP6,250.0,3
AP12,TP7,110.0,3
AP12,TP8,246.0,3
AP12,TP9,40.0,3
AP12,TP10,105.0,3
AP12,TP1,181.0,3
AP12,TP2,198.0,3
AP12,TP3,157.0,3
AP12,TP4,174.0,3
AP12,TP5,35.0,3
AP12,TP6,202.0,3
AP12,TP7,75.0,3
AP12,TP8,220.0,3
AP12,TP9,290.0,3
AP12,TP10,168.0,3
AP13,TP1,136.0,3
AP13,TP2,256.0,3
AP13,TP3,258.0,3
AP13,TP4,181.0,3
AP13,TP5,117.0,3
AP13,TP6,233.0,3
AP13,TP7,310.0,3
AP13,TP8,123.0,3
AP13,TP9,127.0,3
AP13,TP10,156.0,3
AP13,TP1,118.0,4
AP13,TP2,116.0,4
AP13,TP3,157.0,4
AP13,TP4,280.0,4
AP13,TP5,118.0,4
AP13,TP6,127.0,4
AP13,TP7,148.0,4
AP13,TP8,167.0,4
AP13,TP9,335.0,4
AP13,TP10,261.0,4
AP13,TP1,282.0,4
AP13,TP2,318.0,4
AP13,TP3,0.0,4
AP13,TP4,120.0,4
AP13,TP5,157.0,4
AP13,TP6,173.0,4
AP13,TP7,191.0,4
AP13,TP8,175.0,4
AP13,TP9,0.0,4
AP13,TP10,107.0,4
AP13,TP1,190.0,4
AP13,TP2,82.0,4
AP13,TP3,174.0,4
AP13,TP4,216.0,4
AP13,TP5,167.0,4
AP13,TP6,234.0,4
AP13,TP7,332.0,4
AP13,TP8,169.0,4
AP13,TP9,108.0,4
AP13,TP10,292.0,4
AP13,TP1,245.0,5
AP13,TP2,253.0,5
AP13,TP3,186.0,5
AP13,TP4,173.0,5
AP13,TP5,398.0,5
AP13,TP6,60.0,5
AP13,TP7,353.0,5
AP13,TP8,357.0,5
AP13,TP9,260.0,5
AP13,TP10,260.0,5
AP13,TP1,183.0,5
AP13,TP2,120.0,5
AP13,TP3,164.0,5
AP13,TP4,241.0,5
AP13,TP5,153.0,5
AP13,TP6,205.0,5
AP13,TP7,108.0,5
AP13,TP8,270.0,5
AP13,TP9,217.0,5
AP13,TP10,184.0,5
AP13,TP1,238.0,5
AP13,TP2,285.0,5
AP13,TP3,184.0,5
AP13,TP4,90.0,5
AP13,TP5,218.0,5
AP13,TP6,332.0,5
AP13,TP7,375.0,5
AP13,TP8,171.0,5
AP13,TP9,115.0,5
AP13,TP10,165.0,5
AP13,TP1,146.0,6
AP13,TP2,43.0,6
AP13,TP3,93.0,6
AP13,TP4,99.0,6
AP13,TP5,150.0,6
AP13,TP6,221.0,6
AP13,TP7,232.0,6
AP13,TP8,142.0,6
AP13,TP9,293.0,6
AP13,TP10,130.0,6
AP14,TP1,194.0,6
AP14,TP2,144.0,6
AP14,TP3,163.0,6
AP14,TP4,289.0,6
AP14,TP5,82.0,6
AP14,TP6,243.0,6
AP14,TP7,195.0,6
AP14,TP8,240.0,6
AP14,TP9,182.0,6
AP14,TP10,375.0,6
AP14,TP1,195.0,6
AP14,TP2,129.0,6
AP14,TP3,129.0,6
AP14,TP4,0.0,6
AP14,TP5,150.0,6
AP14,TP6,37.0,6
AP14,TP7,367.0,6
AP14,TP8,270.0,6
AP14,TP9,342.0,6
AP14,TP10,247.0,6
AP14,TP1,140.0,7
AP14,TP2,322.0,7
AP14,TP3,246.0,7
AP14,TP4,127.0,7
AP14,TP5,235.0,7
AP14,TP6,215.0,7
AP14,TP7,230.0,7
AP14,TP8,374.0,7
AP14,TP9,181.0,7
AP14,TP10,167.0,7
AP14,TP1,184.0,7
AP14,TP2,95.0,7
AP14,TP3,117.0,7
AP14,TP4,366.0,7
AP14,TP5,280.0,7
AP14,TP6,221.0,7
AP14,TP7,155.0,7
AP14,TP8,304.0,7
AP14,TP9,186.0,7
AP14,TP10,132.0,7
AP14,TP1,234.0,7
AP14,TP2,272.0,7
AP14,TP3,208.0,7
AP14,TP4,208.0,7
AP14,TP5,349.0,7
AP14,TP6,180.0,7
AP14,TP7,158.0,7
AP14,TP8,337.0,7
AP14,TP9,136.0,7
AP14,TP10,262.0,7
AP14,TP1,191.0,8
AP14,TP2,137.0,8
AP14,TP3,207.0,8
AP14,TP4,123.0,8
AP14,TP5,297.0,8
AP14,TP6,138.0,8
AP14,TP7,128.0,8
AP14,TP8,208.0,8
AP14,TP9,108.0,8
AP14,TP10,239.0,8
AP14,TP1,118.0,8
AP14,TP2,194.0,8
AP14,TP3,208.0,8
AP14,TP4,183.0,8
AP14,TP5,91.0,8
AP14,TP6,125.0,8
AP14,TP7,306.0,8
AP14,TP8,140.0,8
AP14,TP9,388.0,8
AP14,TP10,58.0,8
AP14,TP1,214.0,8
AP14,TP2,194.0,8
AP14,TP3,93.0,8
AP14,TP4,169.0,8
AP14,TP5,58.0,8
AP14,TP6,241.0,8
AP14,TP7,368.0,8
AP14,TP8,138.0,8
AP14,TP9,198.0,8
AP14,TP10,220.0,8
AP15,TP1,157.0,1
AP15,TP2,131.0,1
AP15,TP3,166.0,1
AP15,TP4,219.0,1
AP15,TP5,70.0,1
AP15,TP6,224.0,1
AP15,TP7,107.0,1
AP15,TP8,153.0,1
AP15,TP9,164.0,1
AP15,TP10,149.0,1
AP15,TP1,42.0,1
