Area_pop,Tipo_de_paciente,Qtd_pacientes,Dia
AP1,TP1,78.0,1
AP1,TP2,275.0,1
AP1,TP3,222.0,1
AP1,TP4,105.0,1
AP1,TP5,107.0,1
AP1,TP6,32.0,1
AP1,TP7,70.0,1
AP1,TP8,191.0,1
AP1,TP9,241.0,1
AP1,TP10,158.0,1
AP1,TP1,258.0,1
AP1,TP2,237.0,1
AP1,TP3,400.0,1
AP1,TP4,147.0,1
AP1,TP5,220.0,1
AP1,TP6,154.0,1
AP1,TP7,311.0,1
AP1,TP8,347.0,1
AP1,TP9,227.0,1
AP1,TP10,147.0,1
AP1,TP1,187.0,1
AP1,TP2,253.0,1
AP1,TP3,121.0,1
AP1,TP4,85.0,1
AP1,TP5,235.0,1
AP1,TP6,323.0,2
AP1,TP7,206.0,2
AP1,TP8,183.0,2
AP1,TP9,276.0,2
AP1,TP10,196.0,2
AP1,TP1,150.0,2
AP1,TP2,78.0,2
AP1,TP3,273.0,2
AP1,TP4,172.0,2
AP1,TP5,234.0,2
AP1,TP6,265.0,2
AP1,TP7,187.0,2
AP1,TP8,178.0,2
AP1,TP9,319.0,2
AP1,TP10,400.0,2
AP1,TP1,250.0,2
AP1,TP2,98.0,2
AP1,TP3,200.0,2
AP1,TP4,272.0,2
AP1,TP5,114.0,2
AP1,TP6,110.0,2
AP1,TP7,0.0,2
AP1,TP8,293.0,2
AP1,TP9,306.0,2
AP1,TP10,315.0,2
AP1,TP1,87.0,3
AP1,TP2,267.0,3
AP1,TP3,290.0,3
AP1,TP4,146.0,3
AP1,TP5,349.0,3
AP1,TP6,165.0,3
AP1,TP7,226.0,3
AP1,TP8,184.0,3
AP1,TP9,168.0,3
AP1,TP10,151.0,3
AP1,TP1,49.0,3
AP1,TP2,160.0,3
AP1,TP3,62.0,3
AP1,TP4,169.0,3
AP1,TP5,117.0,3
AP1,TP6,320.0,3
AP1,TP7,198.0,3
AP1,TP8,261.0,3
AP1,TP9,216.0,3
AP1,TP10,174.0,3
AP1,TP1,314.0,3
AP1,TP2,143.0,3
AP1,TP3,191.0,3
AP1,TP4,181.0,3
AP1,TP5,277.0,3
AP1,TP6,136.0,4
AP1,TP7,215.0,4
AP1,TP8,184.0,4
AP1,TP9,243.0,4
AP1,TP10,400.0,4
AP10,TP1,234.0,4
AP10,TP2,250.0,4
AP10,TP3,123.0,4
AP10,TP4,220.0,4
AP10,TP5,275.0,4
AP10,TP6,115.0,4
AP10,TP7,216.0,4
AP10,TP8,205.0,4
AP10,TP9,183.0,4
AP10,TP10,48.0,4
AP10,TP1,236.0,4
AP10,TP2,106.0,4
AP10,TP3,323.0,4
AP10,TP4,240.0,4
AP10,TP5,110.0,4
AP10,TP6,249.0,4
AP10,TP7,29.0,4
AP10,TP8,184.0,4
AP10,TP9,157.0,4
AP10,TP10,229.0,4
AP10,TP1,221.0,5
AP10,TP2,211.0,5
AP10,TP3,252.0,5
AP10,TP4,111.0,5
AP10,TP5,298.0,5
AP10,TP6,321.0,5
AP10,TP7,274.0,5
AP10,TP8,198.0,5
AP10,TP9,293.0,5
AP10,TP10,119.0,5
AP10,TP1,34.0,5
AP10,TP2,106.0,5
AP10,TP3,106.0,5
AP10,TP4,156.0,5
AP10,TP5,382.0,5
AP10,TP6,255.0,5
AP10,TP7,185.0,5
AP10,TP8,230.0,5
AP10,TP9,244.0,5
AP10,TP10,68.0,5
AP10,TP1,152.0,5
AP10,TP2,166.0,5
AP10,TP3,181.0,5
AP10,TP4,123.0,5
AP10,TP5,290.0,5
AP10,TP6,292.0,6
AP10,TP7,60.0,6
AP10,TP8,324.0,6
AP10,TP9,157.0,6
AP10,TP10,113.0,6
AP10,TP1,400.0,6
AP10,TP2,186.0,6
AP10,TP3,125.0,6
AP10,TP4,86.0,6
AP10,TP5,351.0,6
AP10,TP6,236.0,6
AP10,TP7,62.0,6
AP10,TP8,58.0,6
AP10,TP9,256.0,6
AP10,TP10,67.0,6
AP10,TP1,200.0,6
AP10,TP2,109.0,6
AP10,TP3,145.0,6
AP10,TP4,29.0,6
AP10,TP5,159.0,6
AP10,TP6,186.0,6
AP10,TP7,92.0,6
AP10,TP8,165.0,6
