Area_pop,Tipo_de_paciente,Qtd_pacientes,Dia
AP1,TP1,130.0,1
AP1,TP2,79.0,1
AP1,TP3,192.0,1
AP1,TP4,165.0,1
AP1,TP5,237.0,1
AP1,TP6,146.0,1
AP1,TP7,195.0,1
AP1,TP8,162.0,1
AP1,TP9,316.0,1
AP1,TP10,336.0,1
AP1,TP1,116.0,1
AP1,TP2,309.0,1
AP1,TP3,174.0,1
AP1,TP4,370.0,1
AP1,TP5,190.0,1
AP1,TP6,210.0,1
AP1,TP7,118.0,1
AP1,TP8,84.0,1
AP1,TP9,242.0,1
AP1,TP10,309.0,1
AP1,TP1,60.0,1
AP1,TP2,132.0,1
AP1,TP3,280.0,1
AP1,TP4,255.0,1
AP1,TP5,263.0,1
AP1,TP6,145.0,1
AP1,TP7,188.0,1
AP1,TP8,241.0,1
AP1,TP9,251.0,1
AP1,TP10,273.0,1
AP1,TP1,249.0,2
AP1,TP2,262.0,2
AP1,TP3,190.0,2
AP1,TP4,23.0,2
AP1,TP5,172.0,2
AP1,TP6,162.0,2
AP1,TP7,226.0,2
AP1,TP8,213.0,2
AP1,TP9,143.0,2
AP1,TP10,196.0,2
AP1,TP1,179.0,2
AP1,TP2,235.0,2
AP1,TP3,128.0,2
AP1,TP4,244.0,2
AP1,TP5,296.0,2
AP1,TP6,251.0,2
AP1,TP7,235.0,2
AP1,TP8,112.0,2
AP1,TP9,309.0,2
AP1,TP10,199.0,2
AP1,TP1,173.0,2
AP1,TP2,92.0,2
AP1,TP3,362.0,2
AP1,TP4,68.0,2
AP1,TP5,170.0,2
AP1,TP6,78.0,2
AP1,TP7,190.0,2
AP1,TP8,194.0,2
AP1,TP9,76.0,2
AP1,TP10,335.0,2
AP1,TP1,143.0,3
AP1,TP2,145.0,3
AP1,TP3,101.0,3
AP1,TP4,284.0,3
AP1,TP5,226.0,3
AP1,TP6,280.0,3
AP1,TP7,218.0,3
AP1,TP8,163.0,3
AP1,TP9,249.0,3
AP1,TP10,210.0,3
AP1,TP1,185.0,3
AP1,TP2,260.0,3
AP1,TP3,194.0,3
AP1,TP4,210.0,3
AP1,TP5,291.0,3
AP1,TP6,264.0,3
AP1,TP7,203.0,3
AP1,TP8,156.0,3
AP1,TP9,165.0,3
AP1,TP10,245.0,3
AP1,TP1,171.0,3
AP1,TP2,224.0,3
AP1,TP3,259.0,3
AP1,TP4,326.0,3
AP1,TP5,226.0,3
AP1,TP6,63.0,3
AP1,TP7,229.0,3
AP1,TP8,186.0,3
AP1,TP9,242.0,3
AP1,TP10,340.0,3
AP1,TP1,264.0,4
AP1,TP2,183.0,4
AP1,TP3,303.0,4
AP1,TP4,169.0,4
AP1,TP5,151.0,4
AP1,TP6,197.0,4
AP1,TP7,162.0,4
AP1,TP8,282.0,4
AP1,TP9,370.0,4
AP1,TP10,141.0,4
AP1,TP1,105.0,4
AP1,TP2,192.0,4
AP1,TP3,291.0,4
AP1,TP4,116.0,4
AP1,TP5,268.0,4
AP1,TP6,286.0,4
AP1,TP7,196.0,4
AP1,TP8,300.0,4
AP1,TP9,202.0,4
AP1,TP10,104.0,4
AP1,TP1,167.0,4
AP1,TP2,122.0,4
AP1,TP3,222.0,4
AP1,TP4,152.0,4
AP1,TP5,266.0,4
AP1,TP6,216.0,4
AP1,TP7,380.0,4
AP1,TP8,77.0,4
AP1,TP9,180.0,4
AP1,TP10,213.0,4
AP1,TP1,251.0,5
AP1,TP2,285.0,5
AP1,TP3,159.0,5
AP1,TP4,187.0,5
AP1,TP5,73.0,5
AP1,TP6,286.0,5
AP1,TP7,225.0,5
AP1,TP8,143.0,5
AP1,TP9,201.0,5
AP1,TP10,161.0,5
AP10,TP1,268.0,5
AP10,TP2,280.0,5
AP10,TP3,223.0,5
AP10,TP4,165.0,5
AP10,TP5,167.0,5
AP10,TP6,109.0,5
AP10,TP7,195.0,5
AP10,TP8,151.0,5
AP10,TP9,142.0,5
AP10,TP10,162.0,5
AP10,TP1,84.0,5
AP10,TP2,157.0,5
AP10,TP3,0.0,5
AP10,TP4,146.0,5
AP10,TP5,288.0,5
AP10,TP6,204.0,5
AP10,TP7,179.0,5
AP10,TP8,148.0,5
AP10,TP9,165.0,5
AP10,TP10,24.0,5
AP10,TP1,264.0,6
AP10,TP2,70.0,6
AP10,TP3,151.0,6
AP10,TP4,91.0,6
AP10,TP5,265.0,6
AP10,TP6,242.0,6
AP10,TP7,235.0,6
AP10,TP8,390.0,6
AP10,TP9,232.0,6
AP10,TP10,218.0,6
AP10,TP1,289.0,6
AP10,TP2,400.0,6
AP10,TP3,157.0,6
AP10,TP4,223.0,6
AP10,TP5,96.0,6
AP10,TP6,123.0,6
AP10,TP7,215.0,6
AP10,TP8,221.0,6
AP10,TP9,200.0,6
AP10,TP10,8.0,6
AP10,TP1,116.0,6
AP10,TP2,235.0,6
AP10,TP3,355.0,6
AP10,TP4,218.0,6
AP10,TP5,300.0,6
AP10,TP6,199.0,6
AP10,TP7,220.0,6
AP10,TP8,51.0,6
AP10,TP9,161.0,6
AP10,TP10,268.0,6
AP10,TP1,370.0,7
AP10,TP2,170.0,7
AP10,TP3,279.0,7
AP10,TP4,138.0,7
AP10,TP5,234.0,7
AP10,TP6,282.0,7
AP10,TP7,58.0,7
AP10,TP8,127.0,7
AP10,TP9,235.0,7
AP10,TP10,293.0,7
AP10,TP1,270.0,7
AP10,TP2,231.0,7
AP10,TP3,219.0,7
AP10,TP4,132.0,7
AP10,TP5,230.0,7
AP10,TP6,200.0,7
AP10,TP7,195.0,7
AP10,TP8,274.0,7
AP10,TP9,91.0,7
AP10,TP10,70.0,7
AP10,TP1,178.0,7
AP10,TP2,175.0,7
AP10,TP3,337.0,7
AP10,TP4,148.0,7
AP10,TP5,163.0,7
AP10,TP6,164.0,7
AP10,TP7,207.0,7
AP10,TP8,149.0,7
AP10,TP9,153.0,7
AP10,TP10,260.0,7
AP10,TP1,235.0,8
AP10,TP2,217.0,8
AP10,TP3,111.0,8
AP10,TP4,115.0,8
AP10,TP5,65.0,8
AP10,TP6,145.0,8
AP10,TP7,107.0,8
AP10,TP8,271.0,8
AP10,TP9,355.0,8
AP10,TP10,240.0,8
AP10,TP1,83.0,8
AP10,TP2,150.0,8
AP10,TP3,182.0,8
AP10,TP4,131.0,8
AP10,TP5,146.0,8
AP10,TP6,271.0,8
AP10,TP7,306.0,8
AP10,TP8,121.0,8
AP10,TP9,254.0,8
AP10,TP10,113.0,8
AP10,TP1,168.0,8
AP10,TP2,204.0,8
AP10,TP3,52.0,8
AP10,TP4,69.0,8
AP10,TP5,124.0,8
AP10,TP6,233.0,8
AP10,TP7,247.0,8
AP10,TP8,196.0,8
AP10,TP9,42.0,8
AP10,TP10,329.0,8
AP10,TP1,145.0,9
AP10,TP2,125.0,9
AP10,TP3,255.0,9
AP10,TP4,149.0,9
AP10,TP5,291.0,9
AP10,TP6,144.0,9
AP10,TP7,111.0,9
AP10,TP8,219.0,9
AP10,TP9,84.0,9
AP10,TP10,167.0,9
AP10,TP1,19.0,9
AP10,TP2,297.0,9
AP10,TP3,311.0,9
AP10,TP4,119.0,9
AP10,TP5,313.0,9
AP10,TP6,158.0,9
AP10,TP7,145.0,9
AP10,TP8,204.0,9
AP10,TP9,114.0,9
AP10,TP10,175.0,9
AP11,TP1,199.0,9
AP11,TP2,263.0,9
AP11,TP3,71.0,9
AP11,TP4,278.0,9
AP11,TP5,322.0,9
AP11,TP6,221.0,9
AP11,TP7,57.0,9
AP11,TP8,217.0,9
AP11,TP9,96.0,9
AP11,TP10,209.0,9
AP11,TP1,67.0,10
AP11,TP2,262.0,10
AP11,TP3,249.0,10
AP11,TP4,173.0,10
AP11,TP5,166.0,10
AP11,TP6,220.0,10
AP11,TP7,209.0,10
AP11,TP8,369.0,10
AP11,TP9,260.0,10
AP11,TP10,336.0,10
AP11,TP1,123.0,10
AP11,TP2,179.0,10
AP11,TP3,262.0,10
AP11,TP4,231.0,10
AP11,TP5,110.0,10
AP11,TP6,292.0,10
AP11,TP7,232.0,10
AP11,TP8,140.0,10
AP11,TP9,247.0,10
AP11,TP10,268.0,10
AP11,TP1,211.0,10
AP11,TP2,216.0,10
AP11,TP3,248.0,10
AP11,TP4,189.0,10
AP11,TP5,203.0,10
AP11,TP6,205.0,10
AP11,TP7,221.0,10
AP11,TP8,307.0,10
AP11,TP9,213.0,10
AP11,TP10,184.0,10
AP11,TP1,367.0,11
AP11,TP2,168.0,11
AP11,TP3,251.0,11
AP11,TP4,78.0,11
AP11,TP5,104.0,11
AP11,TP6,120.0,11
