Area_pop,Tipo_de_paciente,Qtd_pacientes,Dia
AP1,TP1,107.0,1
AP1,TP2,149.0,1
AP1,TP3,169.0,1
AP1,TP4,88.0,1
AP1,TP5,277.0,1
AP1,TP6,267.0,1
AP1,TP7,194.0,1
AP1,TP8,193.0,1
AP1,TP9,101.0,1
AP1,TP10,304.0,1
AP1,TP1,193.0,1
AP1,TP2,242.0,1
AP1,TP3,204.0,1
AP1,TP4,182.0,1
AP1,TP5,120.0,1
AP1,TP6,357.0,1
AP1,TP7,353.0,1
AP1,TP8,147.0,1
AP1,TP9,200.0,1
AP1,TP10,222.0,1
AP1,TP1,244.0,1
AP1,TP2,206.0,1
AP1,TP3,312.0,1
AP1,TP4,146.0,1
AP1,TP5,92.0,1
AP1,TP6,168.0,1
AP1,TP7,94.0,1
AP1,TP8,177.0,1
AP1,TP9,233.0,1
AP1,TP10,123.0,1
AP1,TP1,81.0,2
AP1,TP2,331.0,2
AP1,TP3,206.0,2
AP1,TP4,145.0,2
AP1,TP5,149.0,2
AP1,TP6,323.0,2
AP1,TP7,200.0,2
AP1,TP8,323.0,2
AP1,TP9,188.0,2
AP1,TP10,236.0,2
AP1,TP1,221.0,2
AP1,TP2,20.0,2
AP1,TP3,200.0,2
AP1,TP4,322.0,2
AP1,TP5,35.0,2
AP1,TP6,345.0,2
AP1,TP7,295.0,2
AP1,TP8,358.0,2
AP1,TP9,104.0,2
AP1,TP10,272.0,2
AP1,TP1,261.0,2
AP1,TP2,172.0,2
AP1,TP3,178.0,2
AP1,TP4,212.0,2
AP1,TP5,241.0,2
AP1,TP6,230.0,2
AP1,TP7,295.0,2
AP1,TP8,198.0,2
AP1,TP9,65.0,2
AP1,TP10,200.0,2
AP1,TP1,247.0,3
AP1,TP2,77.0,3
AP1,TP3,33.0,3
AP1,TP4,287.0,3
AP1,TP5,330.0,3
AP1,TP6,176.0,3
AP1,TP7,306.0,3
AP1,TP8,229.0,3
AP1,TP9,109.0,3
AP1,TP10,189.0,3
AP1,TP1,133.0,3
AP1,TP2,253.0,3
AP1,TP3,273.0,3
AP1,TP4,354.0,3
AP1,TP5,251.0,3
AP1,TP6,311.0,3
AP1,TP7,170.0,3
AP1,TP8,144.0,3
AP1,TP9,168.0,3
AP1,TP10,347.0,3
AP1,TP1,149.0,3
AP1,TP2,156.0,3
AP1,TP3,234.0,3
AP1,TP4,169.0,3
AP1,TP5,142.0,3
AP1,TP6,281.0,3
AP1,TP7,147.0,3
AP1,TP8,109.0,3
AP1,TP9,155.0,3
AP1,TP10,170.0,3
AP10,TP1,56.0,4
AP10,TP2,106.0,4
AP10,TP3,189.0,4
AP10,TP4,242.0,4
AP10,TP5,35.0,4
AP10,TP6,246.0,4
AP10,TP7,264.0,4
AP10,TP8,191.0,4
AP10,TP9,146.0,4
AP10,TP10,170.0,4
AP10,TP1,170.0,4
AP10,TP2,206.0,4
AP10,TP3,341.0,4
AP10,TP4,252.0,4
AP10,TP5,5.0,4
AP10,TP6,393.0,4
AP10,TP7,201.0,4
AP10,TP8,111.0,4
AP10,TP9,227.0,4
AP10,TP10,335.0,4
AP10,TP1,129.0,4
AP10,TP2,165.0,4
AP10,TP3,134.0,4
AP10,TP4,385.0,4
AP10,TP5,204.0,4
AP10,TP6,159.0,4
AP10,TP7,129.0,4
AP10,TP8,110.0,4
AP10,TP9,141.0,4
AP10,TP10,213.0,4
AP10,TP1,0.0,5
AP10,TP2,147.0,5
AP10,TP3,182.0,5
AP10,TP4,158.0,5
AP10,TP5,284.0,5
AP10,TP6,192.0,5
AP10,TP7,138.0,5
AP10,TP8,195.0,5
AP10,TP9,242.0,5
AP10,TP10,144.0,5
AP10,TP1,199.0,5
AP10,TP2,322.0,5
AP10,TP3,58.0,5
AP10,TP4,189.0,5
AP10,TP5,334.0,5
AP10,TP6,249.0,5
AP10,TP7,240.0,5
AP10,TP8,312.0,5
AP10,TP9,202.0,5
AP10,TP10,229.0,5
AP10,TP1,196.0,5
AP10,TP2,103.0,5
AP10,TP3,242.0,5
AP10,TP4,214.0,5
AP10,TP5,288.0,5
AP10,TP6,277.0,5
AP10,TP7,247.0,5
AP10,TP8,230.0,5
AP10,TP9,264.0,5
AP10,TP10,89.0,5
AP10,TP1,136.0,6
AP10,TP2,171.0,6
AP10,TP3,186.0,6
AP10,TP4,269.0,6
AP10,TP5,213.0,6
AP10,TP6,244.0,6
AP10,TP7,178.0,6
AP10,TP8,242.0,6
AP10,TP9,166.0,6
AP10,TP10,327.0,6
AP10,TP1,113.0,6
AP10,TP2,256.0,6
AP10,TP3,94.0,6
AP10,TP4,230.0,6
AP10,TP5,264.0,6
AP10,TP6,120.0,6
AP10,TP7,218.0,6
AP10,TP8,251.0,6
AP10,TP9,179.0,6
AP10,TP10,174.0,6
AP10,TP1,137.0,6
AP10,TP2,244.0,6
AP10,TP3,185.0,6
AP10,TP4,246.0,6
AP10,TP5,237.0,6
AP10,TP6,93.0,6
AP10,TP7,101.0,6
AP10,TP8,160.0,6
AP10,TP9,245.0,6
AP10,TP10,197.0,6
AP11,TP1,218.0,7
AP11,TP2,291.0,7
AP11,TP3,229.0,7
AP11,TP4,167.0,7
AP11,TP5,192.0,7
AP11,TP6,331.0,7
AP11,TP7,185.0,7
AP11,TP8,343.0,7
AP11,TP9,290.0,7
AP11,TP10,97.0,7
