Area_pop,Tipo_de_paciente,Qtd_pacientes,Dia
AP1,TP1,124.0,1
AP1,TP2,115.0,1
AP1,TP3,242.0,1
AP1,TP4,237.0,1
AP1,TP5,198.0,1
AP1,TP6,228.0,1
AP1,TP7,71.0,1
AP1,TP8,247.0,1
AP1,TP9,196.0,1
AP1,TP10,239.0,1
AP1,TP1,192.0,1
AP1,TP2,84.0,1
AP1,TP3,186.0,1
AP1,TP4,191.0,1
AP1,TP5,123.0,1
AP1,TP6,272.0,1
AP1,TP7,216.0,1
AP1,TP8,221.0,1
AP1,TP9,292.0,1
AP1,TP10,381.0,1
AP1,TP1,60.0,1
AP1,TP2,175.0,1
AP1,TP3,257.0,1
AP1,TP4,247.0,1
AP1,TP5,162.0,1
AP1,TP6,212.0,1
AP1,TP7,184.0,1
AP1,TP8,312.0,1
AP1,TP9,170.0,1
AP1,TP10,323.0,1
AP1,TP1,251.0,2
AP1,TP2,49.0,2
AP1,TP3,288.0,2
AP1,TP4,227.0,2
AP1,TP5,339.0,2
AP1,TP6,144.0,2
AP1,TP7,61.0,2
AP1,TP8,254.0,2
AP1,TP9,400.0,2
AP1,TP10,160.0,2
AP1,TP1,96.0,2
AP1,TP2,167.0,2
AP1,TP3,270.0,2
AP1,TP4,226.0,2
AP1,TP5,279.0,2
AP1,TP6,113.0,2
AP1,TP7,184.0,2
AP1,TP8,148.0,2
AP1,TP9,284.0,2
AP1,TP10,221.0,2
AP1,TP1,73.0,2
AP1,TP2,88.0,2
AP1,TP3,246.0,2
AP1,TP4,163.0,2
AP1,TP5,242.0,2
AP1,TP6,310.0,2
AP1,TP7,76.0,2
AP1,TP8,255.0,2
AP1,TP9,236.0,2
AP1,TP10,92.0,2
AP1,TP1,104.0,3
AP1,TP2,237.0,3
AP1,TP3,153.0,3
AP1,TP4,165.0,3
AP1,TP5,247.0,3
AP1,TP6,341.0,3
AP1,TP7,75.0,3
AP1,TP8,178.0,3
AP1,TP9,176.0,3
AP1,TP10,304.0,3
AP1,TP1,142.0,3
AP1,TP2,202.0,3
AP1,TP3,198.0,3
AP1,TP4,149.0,3
AP1,TP5,206.0,3
AP1,TP6,225.0,3
AP1,TP7,209.0,3
AP1,TP8,162.0,3
AP1,TP9,246.0,3
AP1,TP10,304.0,3
AP1,TP1,261.0,3
AP1,TP2,270.0,3
AP1,TP3,71.0,3
AP1,TP4,339.0,3
